Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino,Novavax,Covaxin
Argentina,ARG,2020-12-29,0,2,6,0,20484,0,2,0,0,0
Argentina,ARG,2020-12-30,0,2,6,0,40586,0,2,0,0,0
Argentina,ARG,2020-12-31,0,2,6,0,43392,0,2,0,0,0
Argentina,ARG,2021-01-01,0,2,8,0,43517,0,2,0,0,0
Argentina,ARG,2021-01-02,0,2,9,0,46828,0,2,0,0,0
Argentina,ARG,2021-01-03,0,2,9,0,47270,0,2,0,0,0
Argentina,ARG,2021-01-04,0,2,9,0,57730,0,2,0,0,0
Argentina,ARG,2021-01-05,0,2,9,0,68454,0,6,0,0,0
Argentina,ARG,2021-01-06,0,2,9,0,78559,0,9,0,0,0
Argentina,ARG,2021-01-07,0,2,10,0,96780,0,9,0,0,0
Argentina,ARG,2021-01-08,0,2,10,0,124664,0,9,0,0,0
Argentina,ARG,2021-01-09,0,2,10,0,134871,0,10,0,0,0
Argentina,ARG,2021-01-10,0,2,10,0,136045,0,11,0,0,0
Argentina,ARG,2021-01-11,0,2,11,0,155868,0,12,0,0,0
Argentina,ARG,2021-01-12,1,2,12,0,175252,0,15,0,0,0
Argentina,ARG,2021-01-13,1,2,12,0,192014,0,19,0,0,0
Argentina,ARG,2021-01-14,1,2,12,0,208659,0,20,0,0,0
Argentina,ARG,2021-01-15,1,2,12,0,226100,0,20,0,0,0
Argentina,ARG,2021-01-16,1,2,12,0,231983,0,20,0,0,0
Argentina,ARG,2021-01-17,1,2,12,0,233045,0,20,0,0,0
Argentina,ARG,2021-01-18,1,2,12,0,242877,0,20,0,0,0
Argentina,ARG,2021-01-19,1,2,12,0,256123,0,21,0,0,0
Argentina,ARG,2021-01-20,1,2,12,0,275547,0,21,0,0,0
Argentina,ARG,2021-01-21,1,2,17,0,289656,0,23,0,0,0
Argentina,ARG,2021-01-22,1,2,20,0,298870,0,24,0,0,0
Argentina,ARG,2021-01-23,1,2,25,0,302810,0,24,0,0,0
Argentina,ARG,2021-01-24,1,2,26,0,303112,0,24,0,0,0
Argentina,ARG,2021-01-25,1,2,34,0,317315,0,24,0,0,0
Argentina,ARG,2021-01-26,1,2,72,0,330086,0,25,0,0,0
Argentina,ARG,2021-01-27,1,2,74,0,340189,0,25,0,0,0
Argentina,ARG,2021-01-28,1,2,74,0,356238,0,25,0,0,0
Argentina,ARG,2021-01-29,1,2,75,0,379736,0,25,0,0,0
Argentina,ARG,2021-01-30,1,2,75,0,389049,0,25,0,0,0
Argentina,ARG,2021-01-31,1,2,75,0,389672,0,26,0,0,0
Argentina,ARG,2021-02-01,1,2,93,0,409178,0,26,0,0,0
Argentina,ARG,2021-02-02,1,2,126,0,433020,0,26,0,0,0
Argentina,ARG,2021-02-03,1,2,134,0,459620,0,29,0,0,0
Argentina,ARG,2021-02-04,1,2,139,0,487716,0,52,0,0,0
Argentina,ARG,2021-02-05,1,2,144,0,520732,0,59,2,0,0
Argentina,ARG,2021-02-06,1,2,144,0,531654,0,63,2,0,0
Argentina,ARG,2021-02-07,1,2,144,0,533033,0,67,2,0,0
Argentina,ARG,2021-02-08,1,2,146,0,556451,0,68,2,0,0
Argentina,ARG,2021-02-09,1,2,148,0,576639,0,74,2,0,0
Argentina,ARG,2021-02-10,1,2,151,0,592255,0,79,2,0,0
Argentina,ARG,2021-02-11,1,2,154,0,610099,0,85,2,0,0
Argentina,ARG,2021-02-12,1,2,155,0,625929,0,86,2,0,0
Argentina,ARG,2021-02-13,1,2,157,0,628961,0,88,2,0,0
Argentina,ARG,2021-02-14,1,2,157,0,629111,0,90,2,0,0
Argentina,ARG,2021-02-15,1,2,157,0,630425,0,92,2,0,0
Argentina,ARG,2021-02-16,1,2,169,0,631722,0,94,2,0,0
Argentina,ARG,2021-02-17,1,2,180,0,656104,0,97,2,0,0
Argentina,ARG,2021-02-18,1,2,211,0,719887,0,101,2,0,0
Argentina,ARG,2021-02-19,1,2,394,0,787581,0,101,2,0,0
Argentina,ARG,2021-02-20,1,2,542,0,820048,0,102,2,0,0
Argentina,ARG,2021-02-21,1,2,941,0,839824,0,102,2,0,0
Argentina,ARG,2021-02-22,1,2,23520,0,884789,0,102,2,0,0
Argentina,ARG,2021-02-23,1,2,73698,0,921544,0,104,2,0,0
Argentina,ARG,2021-02-24,1,2,135744,0,953282,0,107,2,0,0
Argentina,ARG,2021-02-25,1,58,188878,0,979585,0,111,2,0,0
Argentina,ARG,2021-02-26,1,58,244914,0,1005213,0,120,2,0,0
Argentina,ARG,2021-02-27,1,58,258245,0,1009768,0,121,2,0,0
Argentina,ARG,2021-02-28,1,58,263588,0,1010545,0,122,2,0,0
Argentina,ARG,2021-03-01,1,58,316896,0,1031085,0,824,2,0,0
Argentina,ARG,2021-03-02,1,58,368524,0,1050109,0,5778,2,0,0
Argentina,ARG,2021-03-03,1,58,404477,0,1067788,0,23604,2,0,0
Argentina,ARG,2021-03-04,1,58,430183,0,1089846,0,87903,2,0,0
Argentina,ARG,2021-03-05,1,58,454472,0,1110786,0,154411,2,0,0
Argentina,ARG,2021-03-06,1,58,462384,0,1115387,0,196833,2,0,0
Argentina,ARG,2021-03-07,1,58,467352,0,1115764,0,203274,2,0,0
Argentina,ARG,2021-03-08,2,58,498921,0,1133740,0,256206,2,0,0
Argentina,ARG,2021-03-09,2,58,515253,0,1170085,0,319316,2,0,0
Argentina,ARG,2021-03-10,2,58,527329,0,1223240,0,418038,2,0,0
Argentina,ARG,2021-03-11,2,58,537265,0,1315255,0,502911,2,0,0
Argentina,ARG,2021-03-12,2,58,544785,0,1408235,0,564043,2,0,0
Argentina,ARG,2021-03-13,2,58,547759,0,1441141,0,574547,2,0,0
Argentina,ARG,2021-03-14,2,58,547808,0,1443605,0,581202,2,0,0
Argentina,ARG,2021-03-15,2,58,554228,0,1534165,0,621808,2,0,0
Argentina,ARG,2021-03-16,2,58,557353,0,1630093,0,656477,2,0,0
Argentina,ARG,2021-03-17,2,58,560060,0,1743980,0,679437,2,0,0
Argentina,ARG,2021-03-18,2,58,561744,0,1859096,0,701576,2,0,0
Argentina,ARG,2021-03-19,3,58,563585,0,1959823,0,725176,2,0,0
Argentina,ARG,2021-03-20,3,58,563922,0,2006415,0,729113,2,0,0
Argentina,ARG,2021-03-21,3,58,563944,0,2025669,0,729463,3,0,0
Argentina,ARG,2021-03-22,3,58,565411,0,2089853,0,746849,3,0,0
Argentina,ARG,2021-03-23,3,58,570100,0,2178071,0,760401,3,0,0
Argentina,ARG,2021-03-24,3,58,571376,0,2211116,0,763539,3,0,0
Argentina,ARG,2021-03-25,3,58,572725,0,2302050,0,774436,3,0,0
Argentina,ARG,2021-03-26,3,58,575370,0,2383788,0,783605,3,0,0
Argentina,ARG,2021-03-27,3,58,576257,0,2435675,0,785912,3,0,0
Argentina,ARG,2021-03-28,5,58,577153,0,2455119,0,786387,3,0,0
Argentina,ARG,2021-03-29,6,58,580733,0,2560221,0,797890,3,0,0
Argentina,ARG,2021-03-30,6,58,583599,0,2709852,0,808390,3,0,0
Argentina,ARG,2021-03-31,6,58,603524,0,2852841,0,820390,3,0,0
Argentina,ARG,2021-04-01,6,58,629082,0,2940648,0,824152,3,0,0
Argentina,ARG,2021-04-02,6,58,641900,0,2993659,0,826468,3,0,0
Argentina,ARG,2021-04-03,6,58,660545,0,3048402,0,827570,3,0,0
Argentina,ARG,2021-04-04,6,59,674935,0,3080831,0,829231,3,0,0
Argentina,ARG,2021-04-05,6,59,708758,0,3183860,0,858352,3,0,0
Argentina,ARG,2021-04-06,6,59,735206,0,3276259,0,933479,3,0,0
Argentina,ARG,2021-04-07,6,59,765435,0,3366131,0,1051760,3,0,0
Argentina,ARG,2021-04-08,7,59,789521,0,3447707,0,1182026,3,0,0
Argentina,ARG,2021-04-09,7,59,807860,0,3522186,0,1329582,3,0,0
Argentina,ARG,2021-04-10,7,59,812674,0,3556322,0,1383566,3,0,0
Argentina,ARG,2021-04-11,7,59,813540,0,3570912,0,1416419,3,0,0
Argentina,ARG,2021-04-12,7,59,823435,0,3647472,0,1511759,3,0,0
Argentina,ARG,2021-04-13,7,60,831767,0,3742717,0,1594205,3,0,0
Argentina,ARG,2021-04-14,8,60,838199,0,3840588,0,1661552,3,0,0
Argentina,ARG,2021-04-15,8,60,842391,0,3936315,0,1712703,3,0,0
Argentina,ARG,2021-04-16,8,60,845675,0,4010638,0,1758794,3,0,0
Argentina,ARG,2021-04-17,8,60,846562,0,4039349,0,1774901,3,0,0
Argentina,ARG,2021-04-18,8,60,847836,0,4055715,0,1777162,3,0,0
Argentina,ARG,2021-04-19,9,60,863223,0,4105841,0,1802107,3,0,0
Argentina,ARG,2021-04-20,9,60,915747,0,4152002,0,1826132,3,0,0
Argentina,ARG,2021-04-21,9,60,1036001,0,4184479,0,1847331,4,0,0
Argentina,ARG,2021-04-22,9,60,1153289,0,4229791,0,1862873,6,0,0
Argentina,ARG,2021-04-23,9,60,1271588,0,4291928,0,1876960,6,0,0
Argentina,ARG,2021-04-24,9,60,1325443,0,4328719,0,1878531,6,0,0
Argentina,ARG,2021-04-25,9,60,1357899,0,4345203,0,1878904,6,0,0
Argentina,ARG,2021-04-26,9,60,1430981,0,4436666,0,1886468,6,0,0
Argentina,ARG,2021-04-27,9,60,1490073,0,4523928,0,1893819,6,0,0
Argentina,ARG,2021-04-28,9,60,1542185,0,4602841,0,1921761,6,0,0
Argentina,ARG,2021-04-29,9,60,1580887,0,4680250,0,1961877,6,0,0
Argentina,ARG,2021-04-30,9,60,1611422,0,4728496,0,1998025,6,0,0
Argentina,ARG,2021-05-01,9,60,1616674,0,4739829,0,2001736,6,0,0
Argentina,ARG,2021-05-02,9,60,1623260,0,4759280,0,2015863,6,0,0
Argentina,ARG,2021-05-03,10,60,1646866,0,4836414,0,2089788,6,0,0
Argentina,ARG,2021-05-04,10,60,1670459,0,4950742,0,2183868,6,0,0
Argentina,ARG,2021-05-05,10,60,1695346,0,5092242,0,2262399,6,0,0
Argentina,ARG,2021-05-06,10,60,1713171,0,5212626,0,2326947,6,0,0
Argentina,ARG,2021-05-07,10,60,1727114,0,5307912,0,2423019,7,0,0
Argentina,ARG,2021-05-08,10,60,1731170,0,5336511,0,2464631,7,0,0
Argentina,ARG,2021-05-09,10,60,1732906,0,5349969,0,2468125,7,0,0
Argentina,ARG,2021-05-10,10,60,1742819,0,5417565,0,2532244,7,0,0
Argentina,ARG,2021-05-11,11,61,1751074,0,5484915,0,2597036,7,0,0
Argentina,ARG,2021-05-12,11,62,1756848,0,5537385,0,2736348,7,0,0
Argentina,ARG,2021-05-13,11,62,1762533,0,5575131,0,2885015,7,0,0
Argentina,ARG,2021-05-14,11,62,1771717,0,5614099,0,3033308,7,0,0
Argentina,ARG,2021-05-15,11,62,1774791,0,5655650,0,3083745,7,0,0
Argentina,ARG,2021-05-16,11,62,1776265,0,5678459,0,3127054,7,0,0
Argentina,ARG,2021-05-17,11,62,1783567,0,5762365,0,3222775,7,0,0
Argentina,ARG,2021-05-18,11,62,1793351,0,5905779,0,3267699,7,0,0
Argentina,ARG,2021-05-19,12,62,1800690,0,6032792,0,3301008,7,0,0
Argentina,ARG,2021-05-20,12,62,1811179,0,6169576,0,3336247,7,0,0
Argentina,ARG,2021-05-21,12,62,1820371,0,6259430,0,3414427,7,0,0
Argentina,ARG,2021-05-22,12,62,1821894,0,6314357,0,3458413,7,0,0
Argentina,ARG,2021-05-23,12,62,1822306,0,6336321,0,3481290,7,0,0
Argentina,ARG,2021-05-24,13,62,1823480,0,6404018,0,3500775,7,0,0
Argentina,ARG,2021-05-25,13,62,1845551,0,6442177,0,3503952,7,0,0
Argentina,ARG,2021-05-26,13,62,1872345,0,6534850,0,3537516,7,0,0
Argentina,ARG,2021-05-27,13,62,1917772,0,6625556,0,3570733,7,0,0
Argentina,ARG,2021-05-28,13,62,2010063,0,6750381,0,3599614,7,0,0
Argentina,ARG,2021-05-29,14,62,2119954,0,6858037,0,3609512,7,0,0
Argentina,ARG,2021-05-30,14,62,2179057,0,6926134,0,3611127,7,0,0
Argentina,ARG,2021-05-31,14,62,2306169,0,7081049,0,3628018,7,0,0
Argentina,ARG,2021-06-01,14,62,2455186,0,7233336,0,3641563,7,0,0
Argentina,ARG,2021-06-02,14,62,2618636,0,7366013,0,3654695,8,0,0
Argentina,ARG,2021-06-03,14,62,2841458,0,7480536,0,3666887,8,0,0
Argentina,ARG,2021-06-04,14,62,3146405,0,7567786,0,3682721,8,0,0
Argentina,ARG,2021-06-05,14,62,3424087,0,7612187,0,3687391,8,0,0
Argentina,ARG,2021-06-06,14,62,3611909,0,7639626,0,3689421,8,0,0
Argentina,ARG,2021-06-07,14,62,3891245,0,7703994,0,3698760,8,0,0
Argentina,ARG,2021-06-08,14,62,4168604,0,7788343,0,3706845,8,0,0
Argentina,ARG,2021-06-09,15,63,4427581,0,7894868,0,3713630,8,0,0
Argentina,ARG,2021-06-10,15,63,4651426,0,7999955,0,3719653,8,0,0
Argentina,ARG,2021-06-11,15,63,4835565,0,8171809,0,3730374,8,0,0
Argentina,ARG,2021-06-12,15,63,4901532,0,8278798,0,3742443,8,0,0
Argentina,ARG,2021-06-13,15,63,4946176,0,8314983,0,3744265,8,0,0
Argentina,ARG,2021-06-14,15,63,5072972,0,8415460,0,3754886,8,0,0
Argentina,ARG,2021-06-15,15,63,5202195,0,8538148,0,3760657,8,0,0
Argentina,ARG,2021-06-16,15,63,5387639,0,8634716,0,3765449,8,0,0
Argentina,ARG,2021-06-17,15,63,5616693,0,8713656,0,3771771,8,0,0
Argentina,ARG,2021-06-18,18,64,5941333,0,8782311,0,3777656,8,0,0
Argentina,ARG,2021-06-19,18,64,6127810,0,8825805,0,3780223,8,0,0
Argentina,ARG,2021-06-20,18,64,6205759,0,8846768,0,3780510,8,0,0
Argentina,ARG,2021-06-21,18,64,6344018,0,8876872,0,3781795,8,0,0
Argentina,ARG,2021-06-22,19,64,6571392,0,8931315,0,3787729,8,0,0
Argentina,ARG,2021-06-23,19,64,6765152,0,8976298,0,3812055,8,0,0
Argentina,ARG,2021-06-24,19,64,6940234,0,9032538,0,3885175,8,0,0
Argentina,ARG,2021-06-25,19,64,7159678,0,9079858,0,3994977,9,0,0
Argentina,ARG,2021-06-26,19,64,7352790,0,9111121,0,4086637,9,0,0
Argentina,ARG,2021-06-27,19,64,7451995,0,9130273,0,4144460,9,0,0
Argentina,ARG,2021-06-28,19,64,7617715,0,9158106,0,4323827,9,0,0
Argentina,ARG,2021-06-29,19,64,7795226,0,9182153,0,4496612,9,0,0
Argentina,ARG,2021-06-30,20,64,8002581,0,9199828,0,4647212,9,0,0
Argentina,ARG,2021-07-01,20,64,8315711,0,9215604,0,4750137,9,0,0
Argentina,ARG,2021-07-02,20,64,8583139,0,9250809,0,4863032,10,0,0
Argentina,ARG,2021-07-03,22,64,8746963,0,9350367,0,4936198,10,0,0
Argentina,ARG,2021-07-04,22,64,8862901,0,9373732,0,4993359,10,0,0
Argentina,ARG,2021-07-05,22,64,9122973,0,9463338,0,5053422,10,0,0
Argentina,ARG,2021-07-06,22,64,9359632,0,9581659,0,5115196,10,0,0
Argentina,ARG,2021-07-07,22,64,9586218,0,9712181,0,5162083,10,0,0
Argentina,ARG,2021-07-08,22,65,9718667,0,9881720,0,5270480,10,0,0
Argentina,ARG,2021-07-09,22,67,9781824,0,10064055,0,5382439,10,0,0
Argentina,ARG,2021-07-10,22,71,9853634,0,10164537,0,5541932,10,0,0
Argentina,ARG,2021-07-11,22,73,9905188,0,10213658,0,5606782,10,0,0
Argentina,ARG,2021-07-12,22,73,9992836,0,10335415,0,5784417,10,0,0
Argentina,ARG,2021-07-13,23,73,10072666,0,10478105,0,5955406,10,0,0
Argentina,ARG,2021-07-14,24,73,10141605,0,10607020,0,6155807,10,0,0
Argentina,ARG,2021-07-15,25,73,10203670,0,10730127,0,6370481,10,0,0
Argentina,ARG,2021-07-16,25,73,10256475,0,10873644,0,6630351,10,0,0
Argentina,ARG,2021-07-17,25,73,10296800,0,10981457,0,6804630,10,0,0
Argentina,ARG,2021-07-18,25,73,10338975,0,11019779,0,6892286,10,0,0
Argentina,ARG,2021-07-19,25,74,10420177,0,11091092,0,7158376,10,0,0
Argentina,ARG,2021-07-20,25,85,10489093,0,11277732,0,7351196,12,0,0
Argentina,ARG,2021-07-21,25,91,10555706,0,11366778,0,7615360,12,0,0
Argentina,ARG,2021-07-22,25,93,10617316,0,11409144,0,7898135,12,0,0
Argentina,ARG,2021-07-23,25,96,10692065,0,11436082,0,8203937,12,0,0
Argentina,ARG,2021-07-24,25,98,10752936,0,11453243,0,8363414,12,0,0
Argentina,ARG,2021-07-25,25,115,10764538,0,11461995,0,8476874,12,0,0
Argentina,ARG,2021-07-26,25,119,10868081,0,11488858,0,8754029,12,0,0
Argentina,ARG,2021-07-27,25,146,11038636,0,11504214,0,8996132,12,0,0
Argentina,ARG,2021-07-28,25,178,11197945,0,11519818,0,9281099,12,0,0
Argentina,ARG,2021-07-29,25,193,11316745,0,11536012,0,9570933,12,0,0
Argentina,ARG,2021-07-30,25,328,11428395,0,11550167,0,9871859,12,0,0
Argentina,ARG,2021-07-31,25,2003,11489968,0,11557646,0,10075707,12,0,0
Argentina,ARG,2021-08-01,26,2274,11519360,0,11564060,0,10206977,12,0,0
Argentina,ARG,2021-08-02,27,5962,11607386,0,11576271,0,10520045,12,0,0
Argentina,ARG,2021-08-03,27,55594,11741131,0,11588328,0,10732500,12,0,0
Argentina,ARG,2021-08-04,27,77137,11883706,0,11600784,0,10973129,14,0,0
Argentina,ARG,2021-08-05,27,95825,12052018,0,11615051,0,11202076,14,0,0
Argentina,ARG,2021-08-06,27,116997,12206890,0,11622576,0,11432316,15,0,0
Argentina,ARG,2021-08-07,28,158724,12288763,0,11628219,0,11581143,15,0,0
Argentina,ARG,2021-08-08,29,197746,12311153,0,11631517,0,11678079,15,0,0
Argentina,ARG,2021-08-09,29,368477,12426858,0,11641918,0,11772005,15,0,0
Argentina,ARG,2021-08-10,29,532908,12535981,0,11650683,0,11859934,15,0,0
Argentina,ARG,2021-08-11,30,713574,12676414,0,11660230,0,11941853,15,0,0
Argentina,ARG,2021-08-12,31,850906,12813553,0,11685141,0,12034732,16,0,0
Argentina,ARG,2021-08-13,31,956803,12935136,0,11778535,0,12130422,16,0,0
Argentina,ARG,2021-08-14,31,1033195,13023989,0,11834458,0,12165543,16,0,0
Argentina,ARG,2021-08-15,31,1071941,13111518,0,11856129,0,12180076,16,0,0
Argentina,ARG,2021-08-16,31,1147355,13140143,0,11925413,0,12197668,16,0,0
Argentina,ARG,2021-08-17,32,1308320,13206928,0,12064884,0,12270058,16,0,0
Argentina,ARG,2021-08-18,32,1467557,13280905,0,12188595,0,12348171,16,0,0
Argentina,ARG,2021-08-19,32,1575599,13393646,0,12329180,0,12412684,16,0,0
Argentina,ARG,2021-08-20,33,1653925,13544474,0,12473436,0,12475180,16,0,0
Argentina,ARG,2021-08-21,33,1676960,13670162,0,12547593,0,12509447,16,0,0
Argentina,ARG,2021-08-22,34,1688817,13757257,0,12578026,0,12550065,16,0,0
Argentina,ARG,2021-08-23,34,1729997,13888117,0,12672414,0,12691982,16,0,0
Argentina,ARG,2021-08-24,34,1767437,14036020,0,12747605,0,12880189,16,0,0
Argentina,ARG,2021-08-25,35,1797265,14198705,0,12803751,0,13057914,16,0,0
Argentina,ARG,2021-08-26,36,1867776,14348578,0,12857191,0,13226512,16,0,0
Argentina,ARG,2021-08-27,36,1926404,14494506,0,12901650,0,13444901,16,0,0
Argentina,ARG,2021-08-28,36,1963737,14548115,0,12923220,0,13575886,16,0,0
Argentina,ARG,2021-08-29,36,1983725,14581603,0,12955674,0,13658720,16,0,0
Argentina,ARG,2021-08-30,37,2032964,14704176,0,13041631,0,13818518,16,0,0
Argentina,ARG,2021-08-31,37,2099526,14825301,0,13177181,0,13955029,16,0,0
Argentina,ARG,2021-09-01,37,2172467,14935898,0,13297491,0,14106716,16,0,0
Argentina,ARG,2021-09-02,37,2235854,15016454,0,13404140,0,14304024,16,0,0
Argentina,ARG,2021-09-03,37,2298057,15097608,0,13497375,0,14501886,16,0,0
Argentina,ARG,2021-09-04,37,2334466,15156478,0,13565555,0,14634325,16,0,0
Argentina,ARG,2021-09-05,37,2351867,15217623,0,13607265,0,14710643,16,0,0
Argentina,ARG,2021-09-06,37,2404807,15380704,0,13686734,0,14856428,16,0,0
Argentina,ARG,2021-09-07,37,2455341,15564797,0,13770440,0,15001358,63,0,0
Argentina,ARG,2021-09-08,37,2495171,15705805,0,13845686,0,15118864,102,0,0
Argentina,ARG,2021-09-09,38,2529166,15843676,0,13938202,0,15252033,109,0,0
Argentina,ARG,2021-09-10,38,2563592,15934546,0,14011187,0,15395960,111,0,0
Argentina,ARG,2021-09-11,39,2575612,16056109,0,14041061,0,15430928,386,0,0
Argentina,ARG,2021-09-12,41,2576486,16060346,0,14041961,0,15434289,758,0,0
Argentina,ARG,2021-09-13,42,2601082,16226926,0,14080182,0,15493165,14876,0,0
Argentina,ARG,2021-09-14,134,2648505,16352689,0,14124851,0,15553527,16073,0,0
Argentina,ARG,2021-09-15,192,2687693,16398995,0,14314246,0,15607680,17198,0,0
Argentina,ARG,2021-09-16,4854,2717798,16578904,0,14409921,0,15657166,18519,0,0
Argentina,ARG,2021-09-17,10000,2738650,16692118,0,14532613,0,15749212,27094,0,0
Argentina,ARG,2021-09-18,18373,2752594,16719235,0,14659290,0,15793761,27565,0,0
Argentina,ARG,2021-09-19,19368,2771372,16789215,0,14675473,0,15825284,27609,0,0
Argentina,ARG,2021-09-20,21763,2791256,16839967,0,14891797,0,15879102,30097,0,0
Argentina,ARG,2021-09-21,23044,2801914,16876122,0,15081007,0,15948552,32588,0,0
Argentina,ARG,2021-09-22,26193,2830612,17033145,0,15136660,0,16029093,35866,0,0
Argentina,ARG,2021-09-23,103709,2910338,17069771,0,15178187,0,16101157,39734,0,0
Argentina,ARG,2021-09-24,128756,2930710,17194572,0,15211203,0,16154777,44013,0,0
Argentina,ARG,2021-09-25,135249,2938284,17218382,0,15231498,0,16222225,46524,0,0
Argentina,ARG,2021-09-26,136576,2943185,17258764,0,15237870,0,16256618,47140,0,0
Argentina,ARG,2021-09-27,143939,2966533,17363173,0,15275931,0,16360189,52761,0,0
Argentina,ARG,2021-09-28,151156,2990399,17464003,0,15337596,0,16461973,58069,0,0
Argentina,ARG,2021-09-29,160830,3011994,17535099,0,15402406,0,16546067,61984,0,0
Argentina,ARG,2021-09-30,187294,3029734,17615173,0,15530248,0,16627027,65226,0,0
Argentina,ARG,2021-10-01,209279,3046915,17756900,0,15601853,0,16674632,68999,0,0
Argentina,ARG,2021-10-02,217752,3052301,17858129,0,15644172,0,16694970,70153,0,0
Argentina,ARG,2021-10-03,223903,3055751,17924486,0,15669273,0,16702229,70320,0,0
Argentina,ARG,2021-10-04,239922,3069318,17983518,0,15724588,0,16785371,73083,0,0
Argentina,ARG,2021-10-05,303565,3085560,18047559,0,15804289,0,16824580,76721,0,0
Argentina,ARG,2021-10-06,327779,3097153,18131868,0,15887614,0,16864750,80647,0,0
Argentina,ARG,2021-10-07,372340,3127397,18231836,0,15938691,0,16900894,83342,0,0
Argentina,ARG,2021-10-08,387294,3132945,18283003,0,15973663,0,16914616,84252,0,0
Argentina,ARG,2021-10-09,391180,3138194,18325010,0,16016531,0,16935585,85068,0,0
Argentina,ARG,2021-10-10,393472,3140725,18349144,0,16045620,0,16955623,85308,0,0
Argentina,ARG,2021-10-11,397340,3144153,18370526,0,16063335,0,16985188,85537,0,0
Argentina,ARG,2021-10-12,433460,3186005,18411678,0,16117901,0,17156367,87708,0,0
Argentina,ARG,2021-10-13,480091,3200588,18450495,0,16177428,0,17374373,89820,0,0
Argentina,ARG,2021-10-14,553300,3209436,18492351,0,16272222,0,17577510,92101,0,0
Argentina,ARG,2021-10-15,643299,3218351,18527947,0,16380737,0,17757890,94691,0,0
Argentina,ARG,2021-10-16,742266,3223097,18542103,0,16461171,0,17812559,95448,0,0
Argentina,ARG,2021-10-17,783870,3225693,18546854,0,16500423,0,17827892,95532,0,0
Argentina,ARG,2021-10-18,998223,3237795,18573023,0,16551362,0,17945110,97798,0,0
Argentina,ARG,2021-10-19,1185748,3246113,18606256,0,16605542,0,18082778,100581,0,0
Argentina,ARG,2021-10-20,1362588,3254127,18638742,0,16655397,0,18227255,103169,0,0
Argentina,ARG,2021-10-21,1505133,3294457,18672730,0,16696701,0,18385855,105890,0,0
Argentina,ARG,2021-10-22,1613912,3314024,18703999,0,16741010,0,18643211,107965,0,0
Argentina,ARG,2021-10-23,1652235,3319807,18719037,0,16770076,0,18771042,108491,0,0
Argentina,ARG,2021-10-24,1666071,3321472,18725848,0,16782016,0,18882382,108627,0,0
Argentina,ARG,2021-10-25,1738639,3330774,18766242,0,16837946,0,19067082,110255,0,0
Argentina,ARG,2021-10-26,1899838,3338693,18796187,0,16892246,0,19220705,112016,0,0
Argentina,ARG,2021-10-27,1980296,3346750,18827952,0,16935624,0,19383276,113755,0,0
Argentina,ARG,2021-10-28,2071399,3361637,18871942,0,16979871,0,19539737,115227,0,0
Argentina,ARG,2021-10-29,2140246,3375607,18923783,0,17023393,0,19684359,116859,0,0
Argentina,ARG,2021-10-30,2167857,3378802,18953151,0,17042390,0,19734219,117144,0,0
Argentina,ARG,2021-10-31,2201576,3381184,18966255,0,17052920,0,19824333,117278,0,0
Argentina,ARG,2021-11-01,2279937,3388868,19018497,0,17091908,0,19943841,118819,0,0
Argentina,ARG,2021-11-02,2346904,3401051,19084607,0,17117878,0,20091360,120624,0,0
Argentina,ARG,2021-11-03,2407748,3408761,19149200,0,17143177,0,20281058,122529,0,0
Argentina,ARG,2021-11-04,2471963,3416549,19201645,0,17168969,0,20488537,124330,0,0
Argentina,ARG,2021-11-05,2535300,3422324,19269872,0,17192049,0,20637552,125730,0,0
Argentina,ARG,2021-11-06,2593652,3425924,19300792,0,17201799,0,20701281,126297,0,0
Argentina,ARG,2021-11-07,2640853,3427025,19320082,0,17207312,0,20755748,126468,0,0
Argentina,ARG,2021-11-08,2700799,3431049,19380388,0,17227273,0,20860108,127643,0,0
Argentina,ARG,2021-11-09,2775247,3442759,19453117,0,17249610,0,21029465,128915,0,0
Argentina,ARG,2021-11-10,2840898,3448312,19622957,0,17268920,0,21136972,130122,0,0
Argentina,ARG,2021-11-11,2903695,3453456,19801213,0,17290163,0,21250420,131403,0,0
Argentina,ARG,2021-11-12,2985744,3459384,19960620,0,17311543,0,21376081,132437,0,0
Argentina,ARG,2021-11-13,3016883,3462214,20056979,0,17322372,0,21424135,132660,0,0
Argentina,ARG,2021-11-14,3018427,3462490,20059273,0,17322934,0,21429077,132667,0,0
Argentina,ARG,2021-11-15,3140379,3471888,20149367,0,17340134,0,21526561,133524,0,0
Argentina,ARG,2021-11-16,3266104,3478640,20243859,0,17361594,0,21654667,134488,0,0
Argentina,ARG,2021-11-17,3390061,3483675,20337873,0,17379106,0,21779851,135493,0,0
Argentina,ARG,2021-11-18,3487654,3489182,20430245,0,17394344,0,21928713,136584,0,0
Argentina,ARG,2021-11-19,3552185,3494468,20518207,0,17412019,0,22141591,137609,0,0
Argentina,ARG,2021-11-20,3577891,3496674,20573234,0,17419185,0,22224794,137770,0,0
Argentina,ARG,2021-11-21,3587955,3497465,20599640,0,17422190,0,22277716,137842,0,0
Argentina,ARG,2021-11-22,3607699,3498507,20628681,0,17426479,0,22330684,137943,0,0
Argentina,ARG,2021-11-23,3686590,3502321,20718306,0,17441692,0,22478052,138878,0,0
