country,year,coal_prod_change_pct,coal_prod_change_twh,gas_prod_change_pct,gas_prod_change_twh,oil_prod_change_pct,oil_prod_change_twh,energy_cons_change_pct,energy_cons_change_twh,biofuel_share_elec,biofuel_elec_per_capita,biofuel_cons_change_pct,biofuel_share_energy,biofuel_cons_change_twh,biofuel_consumption,biofuel_cons_per_capita,carbon_intensity_elec,coal_share_elec,coal_cons_change_pct,coal_share_energy,coal_cons_change_twh,coal_consumption,coal_elec_per_capita,coal_cons_per_capita,coal_production,coal_prod_per_capita,electricity_demand,biofuel_electricity,coal_electricity,fossil_electricity,gas_electricity,hydro_electricity,nuclear_electricity,oil_electricity,other_renewable_exc_biofuel_electricity,other_renewable_electricity,renewables_electricity,solar_electricity,wind_electricity,electricity_generation,greenhouse_gas_emissions,energy_per_gdp,energy_per_capita,fossil_cons_change_pct,fossil_share_energy,fossil_cons_change_twh,fossil_fuel_consumption,fossil_energy_per_capita,fossil_cons_per_capita,fossil_share_elec,gdp,gas_share_elec,gas_cons_change_pct,gas_share_energy,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_energy_per_capita,gas_production,gas_prod_per_capita,hydro_share_elec,hydro_cons_change_pct,hydro_share_energy,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_energy_per_capita,low_carbon_share_elec,low_carbon_electricity,low_carbon_elec_per_capita,low_carbon_cons_change_pct,low_carbon_share_energy,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_energy_per_capita,net_elec_imports_share_demand,net_elec_imports,nuclear_share_elec,nuclear_cons_change_pct,nuclear_share_energy,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_energy_per_capita,oil_share_elec,oil_cons_change_pct,oil_share_energy,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_energy_per_capita,oil_production,oil_prod_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_elec_per_capita,other_renewables_cons_change_pct,other_renewables_share_energy,other_renewables_cons_change_twh,other_renewable_consumption,other_renewables_share_elec_exc_biofuel,other_renewables_share_elec,other_renewables_energy_per_capita,per_capita_electricity,population,primary_energy_consumption,renewables_elec_per_capita,renewables_share_elec,renewables_cons_change_pct,renewables_share_energy,renewables_cons_change_twh,renewables_consumption,renewables_energy_per_capita,solar_share_elec,solar_cons_change_pct,solar_share_energy,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_energy_per_capita,wind_share_elec,wind_cons_change_pct,wind_share_energy,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_energy_per_capita
France,2019,,,,,,,-2.126,-58.348,1.527,132.658,4.13,1.272,1.356,34.182,524.823,68.536,0.643,-21.863,2.77,-20.827,74.433,55.888,1142.841,,,508.02,8.64,3.64,53.5,39.31,56.91,399.01,10.55,0.61,9.25,113.18,12.23,34.79,565.69,38.77,,41252.443,-1.404,51.527,-19.708,1384.396,21255.973,821.437,9.457,,6.949,1.923,16.251,8.237,436.62,603.565,6703.863,,,10.06,-12.665,5.164,-20.118,138.737,873.794,2130.162,90.543,512.19,7864.15,-2.881,48.473,-38.64,1302.367,19996.503,-11.352,-57.67,70.535,-3.73,36.774,-38.278,988.04,6126.388,15170.335,1.865,-0.808,32.505,-7.118,873.341,161.984,13409.269,,,9.366,142.024,1.462,0.99,0.383,26.604,0.108,1.635,408.483,8685.588,65129732.0,2686.761,1737.762,20.007,-0.115,11.699,-0.362,314.327,4826.168,2.162,12.414,1.083,3.212,29.089,187.779,446.631,6.15,20.879,3.19,14.805,85.715,534.165,1316.069
France,2020,,,,,,,-10.011,-268.976,1.68,135.583,-10.018,1.272,-3.424,30.757,471.204,67.53,0.587,-27.743,2.224,-20.65,53.783,47.339,823.965,,,481.69,8.85,3.09,48.19,35.32,62.06,353.83,9.78,0.61,9.46,124.71,13.4,39.79,526.73,35.57,,37040.828,-13.011,49.809,-180.129,1204.267,18449.548,738.278,9.149,,6.706,-6.87,16.818,-29.998,406.623,541.108,6229.528,,,11.782,9.014,6.255,12.506,151.243,950.769,2317.058,90.851,478.54,7331.305,-6.822,50.191,-88.847,1213.52,18591.31,-9.35,-45.04,67.175,-11.648,36.105,-115.091,872.949,5420.729,13373.708,1.857,-14.826,30.766,-129.482,743.86,149.831,11396.056,,,9.345,144.929,-1.746,1.081,-0.465,26.14,0.116,1.796,400.466,8069.583,65273512.0,2417.785,1910.576,23.676,8.349,14.086,26.244,340.571,5217.601,2.544,10.891,1.334,3.168,32.257,205.29,494.184,7.554,16.869,4.143,14.459,100.175,609.589,1534.689
France,2021,,,,,,,,,1.649,138.324,,,,,,67.781,1.053,,,,,88.344,,,,505.06,9.05,5.78,49.01,33.29,59.49,379.21,9.94,0.61,9.66,120.46,14.66,36.65,548.68,37.19,,,,,,,,749.089,8.932,,6.067,,,,,508.818,,,,10.842,,,,,909.269,,91.068,499.67,7637.157,,,,,,-8.637,-43.62,69.113,,,,,5795.998,,1.812,,,,,151.927,,,,9.323,147.647,,,,,0.111,1.761,,8386.246,65426176.0,,1841.159,21.955,,,,,,2.672,,,,,224.069,,6.68,,,,,560.173,
Germany,1900,,,,,,,,,,,,,,,,,,,,,,,,647.411,11731.584,,,,,,,,,,,,,,,,,,,,,,,,,258778104000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.582,10.537,,,,,,,,,,,55185341.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1901,0.941,6.095,,0.0,-12.0,-0.07,,,,,,,,,,,,,,,,,,653.506,11673.699,,,,,,,,,,,,,,,,,,,,,,,,,252659264000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512,9.141,,,,,,,,,,,55981081.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1902,-1.329,-8.683,,0.0,13.636,0.07,,,,,,,,,,,,,,,,,,644.823,11352.177,,,,,,,,,,,,,,,,,,,,,,,,,258695544000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.582,10.237,,,,,,,,,,,56801719.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1903,8.149,52.546,,0.0,26.0,0.151,,,,,,,,,,,,,,,,,,697.37,12097.071,,,,,,,,,,,,,,,,,,,,,,,,,273137585000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.733,12.71,,,,,,,,,,,57647806.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1904,3.999,27.887,,0.0,42.857,0.314,,,,,,,,,,,,,,,,,,725.257,12396.178,,,,,,,,,,,,,,,,,,,,,,,,,284058684000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.047,17.89,,,,,,,,,,,58506492.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1905,5.798,42.054,,0.0,-12.222,-0.128,,,,,,,,,,,,,,,,,,767.31,12922.479,,,,,,,,,,,,,,,,,,,,,,,,,290170512000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.919,15.473,,,,,,,,,,,59377964.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1906,7.666,58.825,,0.0,2.532,0.023,,,,,,,,,,,,,,,,,,826.136,13708.973,,,,,,,,,,,,,,,,,,,,,,,,,298832544000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.942,15.632,,,,,,,,,,,60262412.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1907,5.486,45.322,,0.0,30.864,0.291,,,,,,,,,,,,,,,,,,871.457,14248.804,,,,,,,,,,,,,,,,,,,,,,,,,312083652000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.233,20.157,,,,,,,,,,,61160030.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1908,3.229,28.135,,0.0,33.019,0.407,,,,,,,,,,,,,,,,,,899.592,14492.953,,,,,,,,,,,,,,,,,,,,,,,,,317376969000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,26.419,,,,,,,,,,,62071014.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1909,1.153,10.376,,0.0,-2.837,-0.047,,,,,,,,,,,,,,,,,,909.969,14497.412,,,,,,,,,,,,,,,,,,,,,,,,,323838360000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.593,25.384,,,,,,,,,,,62767668.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1910,1.496,13.613,,0.0,2.19,0.035,,,,,,,,,,,,,,,,,,923.582,14602.685,,,,,,,,,,,,,,,,,,,,,,,,,335611908000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.628,25.743,,,,,,,,,,,63247408.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1911,5.158,47.638,,0.0,-2.143,-0.035,,,,,,,,,,,,,,,,,,971.22,15292.977,,,,,,,,,,,,,,,,,,,,,,,,,346844064000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.593,25.089,,,,,,,,,,,63507611.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1912,10.773,104.63,,0.0,-1.46,-0.023,,,,,,,,,,,,,,,,,,1075.851,16930.371,,,,,,,,,,,,,,,,,,,,,,,,,362054969000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,24.707,,,,,,,,,,,63545612.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1913,8.539,91.862,,0.0,-10.37,-0.163,,,,,,,,,,,,,,,,,,1167.712,18430.18,,,,,,,,,,,,,,,,,,,,,,,,,378312270000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.407,22.211,,,,,,,,,,,63358703.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1914,-13.066,-152.579,,0.0,-9.091,-0.128,,,,,,,,,,,,,,,,,,1015.133,16069.269,,,,,,,,,,,,,,,,,,,,,,,,,322284096000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.279,20.251,,,,,,,,,,,63172340.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1915,-6.123,-62.152,,0.0,-10.0,-0.128,,,,,,,,,,,,,,,,,,952.981,15129.925,,,,,,,,,,,,,,,,,,,,,,,,,306048830000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.151,18.28,,,,,,,,,,,62986521.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1916,8.082,77.016,,0.0,-6.061,-0.07,,,,,,,,,,,,,,,,,,1029.997,16400.907,,,,,,,,,,,,,,,,,,,,,,,,,309103528000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.082,17.222,,,,,,,,,,,62801243.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1917,4.497,46.318,,0.0,-2.151,-0.023,,,,,,,,,,,,,,,,,,1076.316,17189.01,,,,,,,,,,,,,,,,,,,,,,,,,309414915000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.058,16.902,,,,,,,,,,,62616506.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1918,-3.253,-35.013,,0.0,-58.242,-0.616,,,,,,,,,,,,,,,,,,1041.302,16683.401,,,,,,,,,,,,,,,,,,,,,,,,,310201935000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.442,7.081,,,,,,,,,,,62415473.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1919,-21.628,-225.217,,0.0,-2.632,-0.012,,,,,,,,,,,,,,,,,,816.085,13091.359,,,,,,,,,,,,,,,,,,,,,,,,,249574734000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,6.903,,,,,,,,,,,62337715.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1920,14.519,118.485,,0.0,-5.405,-0.023,,,,,,,,,,,,,,,,,,934.57,14981.014,,,,,,,,,,,,,,,,,,,,,,,,,271404558000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.407,6.525,,,,,,,,,,,62383655.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1921,5.582,52.167,,0.0,8.571,0.035,,,,,,,,,,,,,,,,,,986.737,15774.24,,,,,,,,,,,,,,,,,,,,,,,,,302077138000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.442,7.065,,,,,,,,,,,62553720.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1922,-5.12,-50.522,,0.0,10.526,0.047,,,,,,,,,,,,,,,,,,936.215,14896.422,,,,,,,,,,,,,,,,,,,,,,,,,328689000000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.488,7.772,,,,,,,,,,,62848341.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1923,-35.274,-330.24,,0.0,21.429,0.105,,,,,,,,,,,,,,,,,,605.976,9577.924,,,,,,,,,,,,,,,,,,,,,,,,,273091581000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.593,9.375,,,,,,,,,,,63267954.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1924,49.033,297.127,,0.0,15.686,0.093,,,,,,,,,,,,,,,,,,903.103,14179.583,,,,,,,,,,,,,,,,,,,,,,,,,319692003000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.686,10.774,,,,,,,,,,,63690369.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1925,11.815,106.699,,0.0,33.898,0.233,,,,,,,,,,,,,,,,,,1009.802,15749.703,,,,,,,,,,,,,,,,,,,,,,,,,355624580000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.919,14.33,,,,,,,,,,,64115604.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1926,6.143,62.035,,0.0,20.253,0.186,,,,,,,,,,,,,,,,,,1071.836,16606.372,,,,,,,,,,,,,,,,,,,,,,,,,365617980000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.105,17.118,,,,,,,,,,,64543678.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1927,6.36,68.166,,0.0,2.105,0.023,,,,,,,,,,,,,,,,,,1140.002,17545.349,,,,,,,,,,,,,,,,,,,,,,,,,402192486000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.128,17.362,,,,,,,,,,,64974611.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1928,2.204,25.124,,0.0,-5.155,-0.058,,,,,,,,,,,,,,,,,,1165.127,17813.1,,,,,,,,,,,,,,,,,,,,,,,,,419777967000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,16.358,,,,,,,,,,,65408420.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1929,7.289,84.932,,0.0,11.957,0.128,,,,,,,,,,,,,,,,,,1250.058,18983.322,,,,,,,,,,,,,,,,,,,,,,,,,418019723000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.198,18.191,,,,,,,,,,,65850348.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1930,-13.939,-174.249,,0.0,68.932,0.826,,,,,,,,,,,,,,,,,,1075.809,16226.261,,,,,,,,,,,,,,,,,,,,,,,,,412176972000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.024,30.522,,,,,,,,,,,66300486.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1931,-14.118,-151.885,,0.0,31.609,0.64,,,,,,,,,,,,,,,,,,923.924,13839.708,,,,,,,,,,,,,,,,,,,,,,,,,380827283000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.663,39.894,,,,,,,,,,,66758925.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1932,-10.388,-95.98,,0.0,0.437,0.012,,,,,,,,,,,,,,,,,,827.944,12315.869,,,,,,,,,,,,,,,,,,,,,,,,,352172044000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.675,39.79,,,,,,,,,,,67225759.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1933,4.234,35.054,,0.0,3.913,0.105,,,,,,,,,,,,,,,,,,862.998,12747.177,,,,,,,,,,,,,,,,,,,,,,,,,374241036000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,41.057,,,,,,,,,,,67701081.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1934,11.803,101.861,,0.0,33.054,0.919,,,,,,,,,,,,,,,,,,964.859,14151.687,,,,,,,,,,,,,,,,,,,,,,,,,408415350000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.698,54.244,,,,,,,,,,,68179764.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1935,11.929,115.101,,0.0,34.277,1.268,,,,,,,,,,,,,,,,,,1079.959,15728.67,,,,,,,,,,,,,,,,,,,,,,,,,439141857000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.966,72.326,,,,,,,,,,,68661832.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1936,10.367,111.955,,0.0,4.215,0.209,,,,,,,,,,,,,,,,,,1191.914,17237.323,,,,,,,,,,,,,,,,,,,,,,,,,477841155000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.175,74.845,,,,,,,,,,,69147308.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1937,15.859,189.02,,0.0,1.348,0.07,,,,,,,,,,,,,,,,,,1380.935,19830.698,,,,,,,,,,,,,,,,,,,,,,,,,506561908000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.245,75.322,,,,,,,,,,,69636216.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1938,2.527,34.899,,0.0,35.033,1.838,,,,,,,,,,,,,,,,,,1415.834,20189.118,,,,,,,,,,,,,,,,,,,,,,,,,545721680000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.083,100.996,,,,,,,,,,,70128582.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1939,-1.15,-16.284,,0.0,21.511,1.524,,,,,,,,,,,,,,,,,,1399.55,19853.512,,,,,,,,,,,,,,,,,,,,,,,,,597037462000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.606,122.085,,,,,,,,,,,70493827.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1940,1.694,23.712,,0.0,42.703,3.675,,,,,,,,,,,,,,,,,,1423.262,20122.089,,,,,,,,,,,,,,,,,,,,,,,,,601419020000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.281,173.633,,,,,,,,,,,70731329.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1941,1.592,22.652,,0.0,-14.583,-1.791,,,,,,,,,,,,,,,,,,1445.914,20410.848,,,,,,,,,,,,,,,,,,,,,,,,,639431132000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.49,148.083,,,,,,,,,,,70840459.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1942,1.869,27.025,,0.0,-17.517,-1.838,,,,,,,,,,,,,,,,,,1472.939,20798.176,,,,,,,,,,,,,,,,,,,,,,,,,648060266000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.653,122.178,,,,,,,,,,,70820585.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1943,1.842,27.125,,0.0,-4.435,-0.384,,,,,,,,,,,,,,,,,,1500.064,21226.001,,,,,,,,,,,,,,,,,,,,,,,,,661088879000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.269,117.006,,,,,,,,,,,70671068.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1944,-10.87,-163.06,,0.0,1.547,0.128,,,,,,,,,,,,,,,,,,1337.005,18958.723,,,,,,,,,,,,,,,,,,,,,,,,,677550770000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.397,119.068,,,,,,,,,,,70521868.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1945,-74.942,-1001.975,,0.0,-24.792,-2.082,,,,,,,,,,,,,,,,,,335.03,4760.775,,,,,,,,,,,,,,,,,,,,,,,,,482065000000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.315,89.737,,,,,,,,,,,70372982.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1946,144.706,484.809,,2.347,19.705,1.244,,,,,,,,,,,,,,,,,,819.839,11674.558,,,,,,,,,,,,,,,,,,,,,,,,,228572052000.0,,,,,,,,2.347,33.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56,107.648,,,,,,,,,,,70224410.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1947,16.411,134.543,-28.44,-0.667,-11.231,-0.849,,,,,,,,,,,,,,,,,,954.382,13619.215,,,,,,,,,,,,,,,,,,,,,,,,,256643002000.0,,,,,,,,1.679,23.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.711,95.76,,,,,,,,,,,70076152.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1948,16.618,158.599,-14.103,-0.237,10.052,0.675,,,,,,,,,,,,,,,,,,1112.982,15916.06,,,,,,,,,,,,,,,,,,,,,,,,,303971515000.0,,,,,,,,1.442,20.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.385,105.609,,,,,,,,,,,69928207.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1949,16.904,188.135,-19.403,-0.28,32.598,2.407,,,,,,,,,,,,,,,,,,1301.117,18616.256,,,,,,,,,,,,,,,,,,,,,,,,,355660921000.0,,,,,,,,1.163,16.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.792,140.11,,,,,,,,,,,69891436.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1950,6.789,88.339,25.926,0.301,32.898,3.222,,,,,,,,,,,,,,,,,,1389.456,19858.944,,,,,,,,,,,,,,,,,,,,,,,,,422965102392.0,,,,,,,,1.464,20.923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.014,186.004,,,,,,,,,,,69966248.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1951,8.464,117.606,22.059,0.323,22.163,2.884,,,,,,,,,,,,,,,,,,1507.062,21437.584,,,,,,,,,,,,,,,,,,,,,,,,,461743926336.0,,,,,,,,1.787,25.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.898,226.148,,,,,,,,,,,70300008.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1952,4.116,62.029,15.663,0.28,28.383,4.512,,,,,,,,,,,,,,,,,,1569.091,22218.706,,,,,,,,,,,,,,,,,,,,,,,,,501792173664.0,,,,,,,,2.067,29.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.411,289.02,,,,,,,,,,,70620272.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1953,2.807,44.05,8.333,0.172,24.729,5.047,,,,,,,,,,,,,,,,,,1613.141,22742.777,,,,,,,,,,,,,,,,,,,,,,,,,543743745048.0,,,,,,,,2.239,31.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.458,358.919,,,,,,,,,,,70929832.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1954,3.523,56.827,44.231,0.99,21.791,5.548,,,,,,,,,,,,,,,,,,1669.968,23443.617,,,,,,,,,,,,,,,,,,,,,,,,,584376913860.0,,,,,,,,3.229,45.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.006,435.268,,,,,,,,,,,71233392.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1955,4.414,73.708,60.0,1.938,18.042,5.594,,,,,,,,,,,,,,,,,,1743.677,24374.318,,,,,,,,,,,,,,,,,,,,,,,,,648607454880.0,,,,,,,,5.167,72.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,511.615,,,,,,,,,,,71537456.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1956,2.839,49.501,52.917,2.734,11.535,4.222,,,,,,,,,,,,,,,,,,1793.178,24957.019,,,,,,,,,,,,,,,,,,,,,,,,,695152392228.0,,,,,,,,7.901,109.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.821,568.141,,,,,,,,,,,71850648.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1957,0.895,16.041,-2.725,-0.215,12.963,5.292,,,,,,,,,,,,,,,,,,1809.219,25064.181,,,,,,,,,,,,,,,,,,,,,,,,,734905326012.0,,,,,,,,7.686,106.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.113,638.83,,,,,,,,,,,72183456.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1958,-0.416,-7.526,1.378,0.106,11.929,5.501,,,,,,,,,,,,,,,,,,1801.693,24834.647,,,,,,,,,,,,,,,,,,,,,,,,,767711425413.0,,,,,,,,7.792,107.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.614,711.45,,,,,,,,,,,72547576.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1959,3.871,69.751,11.951,0.931,15.142,7.815,,,,,,,,,,,,,,,,,,1871.445,25652.085,,,,,,,,,,,,,,,,,,,,,,,,,823838478320.0,,,,,,,,8.723,119.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.429,814.604,,,,,,,,,,,72954880.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1960,1.925,36.023,15.361,1.34,8.219,4.885,,,,,,,,,,,,,,,,,,1907.468,25982.271,,,,,,,,,,,,,,,,,,,,,,,,,890210033058.0,,,,,,,,10.063,137.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.314,876.042,,,,,,,,,,,73414224.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1961,1.749,33.361,8.977,0.903,12.242,7.874,,,,,,,,,,,,,,,,,,1940.829,26252.933,,,,,,,,,,,,,,,,,,,,,,,,,926835900900.0,,,,,,,,10.966,148.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.187,976.455,,,,,,,,,,,73928080.0,,,,,,,,,,,,,,,,,,,,,,
Germany,1962,1.08,20.969,28.702,3.147,9.65,6.966,,,,,,,,,,,,,,,,,,1961.798,26336.586,,,,,,,,,,,,,,,,,,,,,,,,,966424867402.0,,,,,,,,14.113,189.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.154,1062.618,,,,,,,,,,,74489456.0,,,,,,,,,,,,,,,,,,,,,,
